Line,EPD,pair,reliability,used.model,log.x,log.y,nboot.gc,mu.model,lambda.model,A.model,integral.model,stdmu.model,stdlambda.model,stdA.model,ci90.mu.model.lo,ci90.mu.model.up,ci90.lambda.model.lo,ci90.lambda.model.up,ci90.A.model.lo,ci90.A.model.up,ci95.mu.model.lo,ci95.mu.model.up,ci95.lambda.model.lo,ci95.lambda.model.up,ci95.A.model.lo,ci95.A.model.up,mu.spline,lambda.spline,A.spline,integral.spline,mu.bt,lambda.bt,A.bt,integral.bt,stdmu.bt,stdlambda.bt,stdA.bt,stdintegral.bt,ci90.mu.bt.lo,ci90.mu.bt.up,ci90.lambda.bt.lo,ci90.lambda.bt.up,ci90.A.bt.lo,ci90.A.bt.up,ci90.integral.bt.lo,ci90.integral.bt.up,ci95.mu.bt.lo,ci95.mu.bt.up,ci95.lambda.bt.lo,ci95.lambda.bt.up,ci95.A.bt.lo,ci95.A.bt.up,ci95.integral.bt.lo,ci95.integral.bt.up
UA3.152,2,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009858186,47.73089648,0.361766148,36.26645397,4.29E-05,0.111884875,0.000213724,0.009787631,0.009928742,47.54684587,47.9149471,0.361414572,0.362117724,0.00977412,0.009942252,47.51160213,47.95019084,0.361347249,0.362185047,0.009636347,47.05581568,0.363563512,36.24519264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,FALSE,gompertz.exp,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17E-17,-4.28E+14,0.005,0.470024107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.018427892,53.68870471,0.446865028,14.2784958,0.000392296,0.380980323,0.00204916,0.017782566,0.019073218,53.06199208,54.31541734,0.44349416,0.450235896,0.017658992,0.019196791,52.94198328,54.43542615,0.442848674,0.450881382,0.016020144,51.14699765,0.44987135,14.49084864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.01658562,56.52936038,0.419219518,12.12183425,0.000221128,0.248433918,0.001457568,0.016221864,0.016949375,56.12068659,56.93803418,0.416821818,0.421617218,0.016152209,0.01701903,56.0424299,57.01629086,0.416362684,0.422076353,0.014545102,54.11018979,0.421917348,12.29523542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.016566973,46.75866123,0.396246214,15.44362082,0.000189702,0.203562974,0.000762001,0.016254912,0.016879033,46.42380013,47.09352232,0.394992722,0.397499706,0.016195156,0.016938789,46.3596778,47.15764466,0.394752692,0.397739737,0.014827449,44.94895784,0.405310494,15.52082088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02105544,40.05897118,0.425434777,19.82239246,0.000306256,0.215535495,0.000813939,0.020551649,0.02155923,39.70441529,40.41352706,0.424095848,0.426773707,0.020455179,0.021655701,39.63652161,40.48142075,0.423839457,0.427030098,0.018652942,38.51008094,0.440978133,19.78753634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.021388873,47.05032822,0.433901025,17.36621595,0.000239056,0.169344763,0.000676527,0.020995627,0.02178212,46.77175608,47.32890035,0.432788138,0.435013912,0.020920325,0.021857422,46.71841248,47.38224395,0.432575032,0.435227018,0.018569254,45.03393099,0.440770932,17.4398387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.019728642,40.54001278,0.414032541,19.03852889,0.000248435,0.19520174,0.000695793,0.019319966,0.020137318,40.21890592,40.86111965,0.412887962,0.415177121,0.019241709,0.020215575,40.15741737,40.92260819,0.412668787,0.415396295,0.017858832,39.06325686,0.426129629,19.10062785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.01893861,43.01519656,0.414269375,17.76430536,0.000225327,0.189222489,0.00075769,0.018567947,0.019309273,42.70392557,43.32646756,0.413022974,0.415515776,0.018496969,0.019380251,42.64432049,43.38607264,0.412784302,0.415754448,0.01679226,41.24214938,0.428371555,17.80135652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,M01/DvH_wt,FALSE,gompertz.exp,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009072553,131.0047338,0.288083324,9.962146009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.008578937,73.70227143,0.330691465,24.09602957,3.06E-05,0.093269831,0.000229394,0.008528627,0.008629247,73.54884255,73.8557003,0.330314111,0.331068818,0.008518993,0.00863888,73.51946256,73.88508029,0.330241852,0.331141077,0.00880608,74.19668891,0.331819112,24.14074659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.008197134,64.4999597,0.34521306,28.30468444,6.04E-05,0.219478771,0.00042923,0.008097786,0.008296482,64.13891712,64.86100228,0.344506977,0.345919143,0.008078762,0.008315506,64.06978131,64.93013809,0.344371769,0.346054351,0.008565621,65.0824314,0.350258465,28.49427551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009259643,69.45289756,0.358109525,27.70338494,4.53E-05,0.129823448,0.000316376,0.009185081,0.009334206,69.23933799,69.66645713,0.357589087,0.358629963,0.009170803,0.009348484,69.1984436,69.70735152,0.357489428,0.358729621,0.009506223,69.59051393,0.362504607,27.83280225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D01/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.006204437,32.31501732,0.145790287,7.283040837,0.0004137,0.87793433,0.00196652,0.0055239,0.006884974,30.87081535,33.7592193,0.142555362,0.149025212,0.005393584,0.00701529,30.59426604,34.03576861,0.141935908,0.149644666,0.045046919,89.42636148,0.2069991,7.500037362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D01/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.017163646,31.75569596,0.37857748,19.39661941,0.000487767,0.352403897,0.002029758,0.01636127,0.017966022,31.17599155,32.33540037,0.375238529,0.381916431,0.016207624,0.018119669,31.06498432,32.4464076,0.374599155,0.382555805,0.017237798,33.30343929,0.408511535,19.84386547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D01/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.0176272,31.92729578,0.388101909,19.82575869,0.000528594,0.371173586,0.002197647,0.016757663,0.018496737,31.31671523,32.53787633,0.38448678,0.391717037,0.016591156,0.018663244,31.19979555,32.65479601,0.383794522,0.392409296,0.017269181,33.03352048,0.418201888,20.42496866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D01/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.01688129,35.06350675,0.38840081,18.43113509,0.001061433,0.809592073,0.005063363,0.015135232,0.018627347,33.73172779,36.39528572,0.380071577,0.396730042,0.014800881,0.018961698,33.47670629,36.65030722,0.378476618,0.398325002,0.02346412,68.84042486,0.431650791,18.83360601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D02/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.018132925,32.21891466,0.390723235,19.9375686,0.000507654,0.339373718,0.002033481,0.017297834,0.018968017,31.66064489,32.77718442,0.387378158,0.394068312,0.017137923,0.019127928,31.55374217,32.88408714,0.386737612,0.394708859,0.017973867,33.53313898,0.422518255,20.38948693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.022887667,35.49674632,0.392658066,21.15326857,0.001018656,0.612811533,0.001292042,0.021211978,0.024563356,34.48867134,36.50482129,0.390532656,0.394783476,0.020891102,0.024884233,34.29563571,36.69785692,0.390125663,0.395190469,0.018590969,32.71813979,0.430433662,21.15955829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.021085917,38.78960466,0.388145395,19.73998084,0.001093311,0.789908934,0.001395,0.01928742,0.022884414,37.49020446,40.08900486,0.38585062,0.390440171,0.018943027,0.023228807,37.24138315,40.33782617,0.385411195,0.390879596,0.016787103,35.18805207,0.426196419,19.83983146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D02/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.018569385,31.64320951,0.39372792,20.38537081,0.000530848,0.341331899,0.002044448,0.017696141,0.01944263,31.08171853,32.20470048,0.390364803,0.397091036,0.017528924,0.019609847,30.97419898,32.31222003,0.389720802,0.397735037,0.018287849,32.90106568,0.427447593,20.80931339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D03/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.023974163,29.17936826,0.413222343,23.23278225,0.00077972,0.317907463,0.001990331,0.022691524,0.025256802,28.65641048,29.70232603,0.409948248,0.416496438,0.022445912,0.025502414,28.55626963,29.80246688,0.409321293,0.417123393,0.022764069,29.84401854,0.45439783,23.64652698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.027119943,33.27861755,0.407806963,22.97536816,0.001182222,0.515003292,0.001288823,0.025175188,0.029064697,32.43143713,34.12579796,0.40568685,0.409927076,0.024802789,0.029437097,32.26921109,34.288024,0.405280871,0.410333055,0.021914138,30.8378217,0.444825008,22.97961063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D03/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.023743316,26.93789233,0.410599521,23.99374133,0.00079592,0.32896289,0.001991363,0.022434028,0.025052604,26.39674837,27.47903628,0.407323729,0.413875314,0.022183313,0.025303318,26.29312506,27.58265959,0.406696449,0.414502593,0.022391919,27.52876365,0.450304025,24.32092205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,3,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02629632,31.77426355,0.406243583,23.31922074,0.000991864,0.44967497,0.00120422,0.024664704,0.027927936,31.03454822,32.51397887,0.404262642,0.408224525,0.024352267,0.028240373,30.8929006,32.65562649,0.403883312,0.408603854,0.021282226,29.35326509,0.440595713,23.30726032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.017331082,31.70935008,0.37474092,21.42501558,0.000292494,0.274623579,0.000688636,0.016849929,0.017812235,31.25759429,32.16110587,0.373608114,0.375873727,0.016757794,0.017904371,31.17108787,32.2476123,0.373391194,0.376090647,0.014502378,29.00780097,0.397937293,21.38157731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.018471361,28.56416224,0.390278194,23.44989925,0.000311284,0.263412987,0.000724438,0.017959299,0.018983423,28.13084788,28.9974766,0.389086494,0.391469895,0.017861245,0.019081478,28.04787279,29.0804517,0.388858296,0.391698092,0.016573824,27.19439753,0.412700078,23.38471184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.010319437,72.97276018,0.255630442,4.252017095,0.000260336,0.44333816,0.012892037,0.009891185,0.01074769,72.2434689,73.70205145,0.234423041,0.276837842,0.009809179,0.010829695,72.10381738,73.84170297,0.23036205,0.280898833,0.009652379,71.73987196,0.237715955,4.363082482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.016609237,31.55083876,0.358637462,20.3549571,0.00027579,0.262322021,0.00071908,0.016155562,0.017062911,31.11931904,31.98235849,0.357454575,0.359820348,0.016068689,0.017149784,31.0366876,32.06498993,0.357228065,0.360046858,0.013672472,28.70048605,0.378256344,20.27589507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009098416,98.94071088,0.335505285,18.29862439,0.000314585,1.016515159,0.001652758,0.008580925,0.009615908,97.26854344,100.6128783,0.332786497,0.338224072,0.00848183,0.009715002,96.94834117,100.9330806,0.332265879,0.338744691,0.010002711,100.7204661,0.340646921,19.1702985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009144062,100.877373,0.366138254,15.95520424,4.29E-05,0.117499282,0.000731611,0.009073527,0.009214598,100.6840867,101.0706593,0.364934753,0.367341754,0.00906002,0.009228105,100.6470744,101.1076716,0.364704296,0.367572212,0.008897733,100.3201403,0.363007055,16.66712323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.010983985,101.0579603,0.393359558,19.33347239,0.000209281,0.492329279,0.001658197,0.010639717,0.011328253,100.2480787,101.867842,0.390631824,0.396087292,0.010573794,0.011394176,100.0929949,102.0229257,0.390109492,0.396609624,0.01033675,98.95175117,0.399432199,20.09886152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.00964118,100.5894287,0.350540255,16.13798788,4.96E-05,0.120924216,0.00059346,0.009559527,0.009722833,100.3905083,100.788349,0.349564013,0.351516497,0.009543891,0.009738469,100.3524172,100.8264401,0.349377073,0.351703437,0.010286851,101.8668759,0.348455172,16.25407042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.007784541,54.05236813,0.346281836,31.54471852,0.000105101,0.424079417,0.000768458,0.00761165,0.007957432,53.35475749,54.74997877,0.345017723,0.347545949,0.007578543,0.007990538,53.22117247,54.88356378,0.344775659,0.347788013,0.017542244,65.87981225,0.349952,31.36202517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.008579519,55.91881061,0.340227208,31.14021751,5.52E-05,0.181106939,0.00031975,0.008488754,0.008670283,55.6208897,56.21673153,0.339701219,0.340753198,0.008471374,0.008687664,55.56384101,56.27378021,0.339600498,0.340853919,0.016963489,-0.337344929,0.34461643,31.21092482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009520206,54.80094566,0.355850465,32.81513091,6.84E-05,0.183431449,0.000397336,0.009407722,0.00963269,54.49920093,55.10269039,0.355196847,0.356504083,0.009386183,0.009654229,54.44142002,55.1604713,0.355071686,0.356629243,0.011159961,56.73286613,0.358498827,32.94506505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.017629102,73.06347412,0.36521566,28.87957165,0.000164451,0.110740745,0.000485504,0.017358581,0.017899623,72.88130559,73.24564264,0.364417006,0.366014315,0.017306779,0.017951425,72.84642226,73.28052598,0.364264072,0.366167248,0.016344226,72.47763108,0.372969656,29.14949913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.007842077,42.23167574,0.30738472,10.70970863,5.32E-05,0.170938046,0.001105003,0.007754535,0.00792962,41.95048266,42.51286883,0.305566991,0.30920245,0.007737772,0.007946383,41.89663717,42.56671431,0.305218915,0.309550526,0.008129284,42.96047477,0.304315334,10.76532617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.009194585,34.19193387,0.304280285,13.82410463,5.22E-05,0.126971997,0.000462015,0.009108677,0.009280492,33.98306494,34.40080281,0.30352027,0.305040299,0.009092226,0.009296943,33.94306876,34.44079898,0.303374736,0.305185834,0.009452666,34.66289784,0.304135642,13.87544537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,FALSE,logistic,FALSE,FALSE,0,0.010106386,39.25221508,0.314536437,12.34603242,0.000874084,1.457616782,0.00913602,0.008668518,0.011544254,36.85443547,41.64999469,0.299507683,0.32956519,0.008393182,0.011819591,36.39528619,42.10914397,0.296629837,0.332443036,0.038242871,59.29700714,0.344933859,12.6359386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,9,D01/Mp_wt,FALSE,gompertz.exp,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268252827,22.84617097,0.948437547,45.19927667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009150177,94.61921247,0.371892911,19.71684661,9.44E-05,0.295845529,0.000962579,0.008994837,0.009305517,94.13254658,95.10587837,0.370309469,0.373476353,0.008965091,0.009335263,94.03935524,95.19906971,0.370006257,0.373779565,0.011538623,98.46017715,0.374151488,20.15496472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.010936447,100.4437513,0.399449288,20.98668416,0.000246675,0.646327919,0.00141485,0.010530665,0.011342228,99.38054187,101.5069607,0.397121859,0.401776717,0.010452963,0.01141993,99.17694857,101.710554,0.396676181,0.402222395,0.010248363,97.86937741,0.401413919,21.76343302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.010126324,93.02000875,0.392302368,19.63298659,5.37E-05,0.133579631,0.000654885,0.010038015,0.010214633,92.80027026,93.23974724,0.391225083,0.393379654,0.010021105,0.010231543,92.75819267,93.28182483,0.391018794,0.393585942,0.010366446,93.44388659,0.389839995,19.81598459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009091935,100.6392599,0.358610914,16.93814067,9.30E-05,0.280839555,0.001057568,0.008939017,0.009244853,100.1772788,101.101241,0.356871214,0.360350614,0.008909735,0.009274135,100.0888144,101.1897054,0.35653808,0.360683748,0.008493604,98.7374106,0.359209946,17.40422058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.01719572,55.26851298,0.372999178,11.4206272,0.000316814,0.286514792,0.001499165,0.01667456,0.017716879,54.79719615,55.73982981,0.370533051,0.375465304,0.016574764,0.017816675,54.70694399,55.83008197,0.370060815,0.375937541,0.015982683,53.19501213,0.381012543,11.56351215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.017218558,57.43614292,0.391824776,11.24962012,0.000259423,0.252089661,0.001357499,0.016791807,0.017645309,57.02145543,57.85083041,0.38959169,0.394057861,0.016710089,0.017727028,56.94204718,57.93023866,0.389164078,0.394485473,0.014931896,55.09497425,0.398697006,11.44198169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D02/Mp_wt,FALSE,gompertz,FALSE,FALSE,0,0.014017613,40.30928716,0.397427126,14.87392917,0.000463389,0.453105742,0.004606618,0.013255338,0.014779888,39.56392821,41.05464611,0.38984924,0.405005012,0.01310937,0.014925856,39.4211999,41.19737441,0.388398155,0.406456096,0.031564291,43.17550073,0.418628008,15.09235843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.016094785,53.51898139,0.376808144,12.453503,0.000311068,0.344051756,0.001309446,0.015583078,0.016606492,52.95301625,54.08494653,0.374654106,0.378962182,0.015485092,0.016704479,52.84463994,54.19332283,0.374241631,0.379374657,0.014326325,51.56658748,0.383576809,12.6291028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.020282275,33.0554712,0.377634335,20.36142433,0.000477097,0.318469343,0.001028915,0.019497451,0.021067098,32.53158913,33.57935327,0.375941771,0.3793269,0.019347165,0.021217384,32.43127129,33.67967111,0.375617663,0.379651008,0.016449596,30.51484737,0.405499346,20.27414384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.015720005,33.36181377,0.367152909,18.84207925,0.000243092,0.256568076,0.000859839,0.015320118,0.016119892,32.93975928,33.78386825,0.365738474,0.368567344,0.015243544,0.016196466,32.85894034,33.8646872,0.365467625,0.368838194,0.018059249,34.0066872,0.380011062,18.82182314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.017633886,33.09944237,0.365667376,19.87664485,0.00037102,0.337538275,0.00075697,0.017023558,0.018244214,32.54419191,33.65469283,0.36442216,0.366912593,0.016906687,0.018361085,32.43786735,33.76101739,0.364183715,0.367151038,0.014173609,29.57881929,0.389588893,19.88289084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.018947946,35.42394263,0.367991974,19.25983771,0.000409958,0.322032344,0.000797022,0.018273565,0.019622327,34.89419943,35.95368584,0.366680872,0.369303075,0.018144428,0.019751464,34.79275924,36.05512603,0.36642981,0.369554137,0.015555937,32.57818406,0.392381305,19.26876007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KSEE,,ancestral,FALSE,richards,FALSE,FALSE,0,0.006331665,78.54012217,0.3016205,15.61089961,0.000125548,0.729366998,0.001464405,0.006125139,0.006538192,77.34031346,79.73993089,0.299211554,0.304029447,0.006085591,0.006577739,77.11056286,79.96968149,0.298750266,0.304490734,0.006758782,78.98768784,0.306121881,15.81768862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KSEE,,ancestral,TRUE,richards,FALSE,FALSE,0,0.005215425,74.53379174,0.249453981,16.15593767,0.0008004,7.041613277,0.001306096,0.003898766,0.006532084,62.9503379,86.11724558,0.247305452,0.251602509,0.00364664,0.00678421,60.73222972,88.33535377,0.246894032,0.25201393,0.006738189,-3.208068584,0.252682078,16.40920229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
